temp,atemp,hum,season,weathersit,hr,cnt
0.26,0.2576,0.55,1,2,13,120
0.52,0.5,0.83,3,1,5,57
0.4,0.4091,0.5,1,1,23,52
0.28,0.2727,0.45,4,1,18,565
0.22,0.2273,0.41,1,1,17,159
0.4,0.4091,0.66,2,1,3,25
0.2,0.197,0.59,1,2,23,23
0.62,0.5606,0.88,2,2,4,6
0.6,0.5455,0.88,2,1,9,167
0.62,0.6061,0.23,2,1,14,334
0.52,0.5,0.94,2,1,6,18
0.72,0.6667,0.51,3,1,17,380
0.9,0.9242,0.53,3,1,15,133
0.36,0.3333,0.43,2,1,5,40
0.34,0.3333,0.53,1,1,3,4
0.7,0.6515,0.65,3,1,1,31
0.3,0.3182,0.49,1,2,15,225
0.4,0.4091,0.76,4,1,21,157
0.54,0.5152,0.56,2,1,9,251
0.5,0.4848,0.45,4,1,12,240
0.7,0.6364,0.42,2,1,18,479
0.36,0.3333,0.5,2,1,1,67
0.6,0.6212,0.43,2,1,18,790
0.54,0.5152,0.94,2,2,16,295
0.42,0.4242,0.67,4,1,5,52
0.2,0.2121,0.47,1,2,16,82
0.64,0.5909,0.78,3,1,3,3
0.44,0.4394,0.35,4,1,12,262
0.26,0.2879,0.87,1,2,11,99
0.42,0.4242,0.94,2,1,7,359
0.34,0.3333,0.61,4,1,3,15
0.24,0.197,0.32,1,2,13,50
0.7,0.6667,0.79,3,2,14,120
0.6,0.5455,0.88,3,3,15,380
0.82,0.7576,0.46,3,2,18,811
0.86,0.7879,0.44,3,1,12,163
0.34,0.3636,0.66,2,1,5,24
0.5,0.4848,0.59,1,1,22,76
0.3,0.2576,0.87,4,3,21,6
0.74,0.6515,0.35,3,1,13,229
0.92,0.8636,0.37,3,1,10,325
0.36,0.3485,0.46,4,1,14,137
0.58,0.5455,0.88,3,1,19,337
0.3,0.2879,0.56,1,1,2,4
0.5,0.4848,0.82,1,2,0,27
0.3,0.3182,0.81,4,2,0,16
0.52,0.5,0.77,4,3,7,68
0.28,0.2727,0.61,1,2,13,274
0.22,0.2727,0.69,4,1,6,121
0.4,0.4091,0.87,2,2,10,150
0.82,0.697,0.24,3,1,17,843
0.6,0.6212,0.49,2,1,2,10
0.72,0.697,0.74,3,1,23,113
0.42,0.4242,0.5,4,1,14,218
0.16,0.1818,0.86,1,1,6,72
0.52,0.5,0.52,4,1,15,387
0.3,0.303,0.87,4,2,7,337
0.9,0.803,0.31,3,1,16,380
0.72,0.6818,0.76,3,1,20,261
0.72,0.6515,0.32,2,1,18,744
0.46,0.4545,0.59,4,1,6,168
0.8,0.7273,0.43,2,1,17,539
0.6,0.5152,0.94,3,2,7,309
0.52,0.5,0.32,4,1,16,361
0.7,0.6515,0.65,3,1,0,35
0.22,0.2727,0.55,1,2,7,3
0.22,0.2727,0.69,4,1,4,10
0.6,0.6212,0.49,2,1,0,31
0.62,0.6061,0.69,2,2,20,218
0.56,0.5303,0.26,2,1,17,533
0.58,0.5455,0.78,2,1,14,391
0.3,0.303,0.56,1,1,11,138
0.36,0.3333,0.87,2,2,1,33
0.38,0.3939,0.5,2,1,1,27
0.9,0.8485,0.42,3,1,18,430
0.42,0.4242,0.44,1,1,9,76
0.4,0.4091,0.76,4,2,16,223
0.52,0.5,0.63,2,3,9,162
0.76,0.6818,0.43,3,1,12,463
0.28,0.3182,0.93,4,2,7,311
0.72,0.697,0.79,2,2,4,6
0.42,0.4242,0.17,2,1,18,644
0.7,0.6667,0.79,3,1,13,122
0.3,0.3182,0.7,4,2,4,6
0.28,0.2576,0.87,4,3,0,19
0.44,0.4394,0.13,1,1,2,17
0.78,0.7121,0.52,2,1,16,584
0.32,0.2879,0.49,1,1,21,59
0.7,0.6515,0.61,3,2,1,78
0.6,0.5758,0.78,4,1,3,7
0.1,0.0758,0.42,1,1,0,25
0.64,0.6212,0.53,3,1,0,65
0.6,0.5758,0.78,3,1,7,342
0.42,0.4242,0.62,1,1,21,138
0.2,0.2576,0.69,1,1,7,30
0.36,0.3485,0.5,4,2,17,446
0.7,0.6515,0.65,3,1,18,483
0.4,0.4091,0.71,1,2,6,6
0.62,0.6212,0.43,4,1,14,313
0.46,0.4545,0.41,2,1,23,115
0.3,0.303,0.87,2,3,13,68
0.38,0.3939,0.76,4,1,2,16
0.56,0.5303,0.68,4,2,20,387
0.16,0.1818,0.55,1,2,5,6
0.48,0.4697,0.48,2,1,0,41
0.7,0.6515,0.7,3,1,22,148
0.6,0.5758,0.78,3,1,23,84
0.54,0.5152,0.88,3,2,1,14
0.36,0.3636,0.57,4,2,20,163
0.68,0.6364,0.74,3,2,16,301
0.64,0.6212,0.53,2,2,15,217
0.46,0.4545,0.44,4,1,0,107
0.54,0.5152,0.52,2,3,18,470
0.24,0.2273,0.41,1,1,19,151
0.56,0.5303,0.37,4,1,15,724
0.16,0.1818,0.74,1,1,6,36
0.3,0.2879,1.0,2,3,3,14
0.86,0.7879,0.44,3,1,14,197
0.3,0.2879,0.49,2,1,23,26
0.54,0.5152,0.56,4,1,10,179
0.4,0.4091,0.87,4,2,10,287
0.32,0.3333,0.49,1,1,18,75
0.6,0.6061,0.64,2,1,20,276
0.32,0.3333,0.81,4,2,12,446
0.7,0.6515,0.7,2,1,16,218
0.46,0.4545,0.88,4,2,2,8
0.54,0.5152,0.68,2,2,1,94
0.8,0.7121,0.38,3,1,18,853
0.68,0.6364,0.61,4,1,12,316
0.24,0.2879,0.7,4,1,2,12
0.72,0.6667,0.54,3,1,18,625
0.66,0.5909,0.94,3,3,20,82
0.4,0.4091,0.5,4,1,17,309
0.24,0.2121,0.44,1,1,14,181
0.34,0.303,0.34,2,2,16,150
0.28,0.2727,0.65,4,1,6,75
0.56,0.5303,0.83,2,3,8,221
0.6,0.5758,0.78,2,2,6,144
0.66,0.6061,0.78,3,2,0,30
0.56,0.5303,0.9,4,2,8,209
0.26,0.2273,0.41,1,1,11,136
0.32,0.303,0.66,4,1,1,16
0.26,0.2576,0.7,4,1,0,52
0.34,0.303,0.71,1,1,2,8
0.7,0.6515,0.54,2,1,17,517
0.38,0.3939,0.2,1,2,14,72
0.64,0.6212,0.36,4,1,15,649
0.66,0.6061,0.83,3,1,5,26
0.62,0.5909,0.73,2,1,23,97
0.22,0.197,0.37,1,1,14,64
0.22,0.197,0.37,1,1,10,63
0.36,0.3485,0.87,4,2,10,257
0.8,0.7727,0.59,3,1,9,229
0.82,0.7727,0.52,2,1,10,167
0.7,0.6667,0.74,3,1,23,64
0.42,0.4242,0.32,1,1,16,307
0.66,0.6212,0.65,3,1,10,474
0.4,0.4091,0.17,1,1,6,6
0.52,0.5,0.83,2,1,1,26
0.72,0.697,0.79,3,1,9,219
0.32,0.3333,0.53,1,1,0,32
0.72,0.6818,0.62,3,1,21,230
0.6,0.6061,0.64,3,1,6,123
0.16,0.2273,0.93,1,2,10,47
0.78,0.7121,0.52,3,1,23,116
0.36,0.3485,0.93,4,2,2,70
0.46,0.4545,0.72,2,1,11,463
0.6,0.6061,0.6,4,1,17,625
0.22,0.2273,0.8,1,1,4,1
0.14,0.1515,0.86,1,3,20,84
0.92,0.8182,0.29,3,1,17,576
0.52,0.5,0.94,2,2,6,109
0.66,0.6212,0.5,3,2,2,59
0.52,0.5,0.88,2,2,12,223
0.32,0.2879,0.53,4,1,3,9
0.2,0.2273,0.92,1,2,22,62
0.32,0.3333,0.57,4,2,21,139
0.34,0.3333,0.66,1,1,3,2
0.3,0.2879,0.52,4,2,1,43
0.6,0.6212,0.53,4,2,12,377
0.64,0.6061,0.65,3,1,6,16
0.62,0.5909,0.78,3,2,22,56
0.26,0.2727,0.65,4,1,4,9
0.8,0.803,0.66,3,1,7,52
0.32,0.3333,0.93,1,2,5,6
0.88,0.803,0.39,3,1,11,377
0.52,0.5,0.77,4,2,17,454
0.44,0.4394,0.33,2,1,10,219
0.78,0.7576,0.66,3,1,5,8
0.46,0.4545,0.55,4,1,0,106
0.26,0.2576,0.44,1,1,22,100
0.48,0.4697,0.88,1,1,4,5
0.84,0.7879,0.49,3,1,12,299
0.72,0.6818,0.7,3,1,19,282
0.32,0.3333,0.53,1,1,9,125
0.5,0.4848,0.45,4,1,11,228
0.34,0.3333,0.0,1,2,22,34
0.34,0.3333,0.81,4,1,2,15
0.28,0.2727,0.38,2,1,11,168
0.7,0.6515,0.65,3,1,13,353
0.54,0.5152,0.77,4,3,23,105
0.8,0.7121,0.41,3,1,15,265
0.36,0.3636,0.81,4,1,4,4
0.32,0.3333,0.57,1,1,3,20
0.26,0.2576,0.56,4,2,5,33
0.64,0.5758,0.89,3,2,1,53
0.48,0.4697,0.55,4,1,20,247
0.46,0.4545,0.88,4,2,23,62
0.5,0.4848,0.72,4,1,1,31
0.8,0.7879,0.63,3,1,3,37
0.56,0.5303,0.94,2,3,2,11
0.78,0.7424,0.59,3,1,20,354
0.6,0.5152,0.94,3,1,23,95
0.42,0.4242,0.47,1,1,16,283
0.5,0.4848,0.77,3,1,6,165
0.06,0.0606,0.41,1,1,0,7
0.5,0.4848,0.77,3,2,3,5
0.74,0.7121,0.79,2,1,1,16
0.7,0.6515,0.54,2,1,12,330
0.36,0.3485,0.27,1,1,15,155
0.82,0.803,0.59,3,1,19,322
0.7,0.6364,0.37,2,1,13,607
0.38,0.3939,0.87,4,2,5,23
0.24,0.2121,0.41,1,1,9,148
0.32,0.303,0.53,4,1,17,601
0.62,0.5909,0.78,3,2,7,338
0.56,0.5303,0.52,3,1,23,92
0.32,0.303,0.24,2,1,15,72
0.3,0.2727,0.61,1,1,1,5
0.32,0.3333,0.81,2,2,1,7
0.4,0.4091,0.37,1,1,14,170
0.64,0.5909,0.78,3,1,6,185
0.24,0.2879,0.44,1,1,22,41
0.86,0.7727,0.39,2,1,14,165
0.52,0.5,0.94,4,2,9,167
0.48,0.4697,0.82,2,1,23,65
0.7,0.6515,0.61,2,1,12,186
0.66,0.6061,0.83,3,1,1,158
0.26,0.2727,0.65,1,2,4,2
0.64,0.6212,0.57,2,1,2,16
0.18,0.2121,0.4,1,1,21,51
0.44,0.4394,0.67,4,1,19,220
0.5,0.4848,0.29,1,1,15,313
0.52,0.5,0.83,2,2,11,146
0.84,0.7727,0.47,3,1,16,499
0.38,0.3939,0.66,4,2,11,292
0.5,0.4848,0.77,4,1,3,4
0.6,0.5455,0.88,4,1,22,87
0.68,0.6364,0.83,2,1,2,8
0.4,0.4091,0.76,2,1,2,18
0.7,0.6364,0.45,2,1,17,478
0.24,0.2273,0.41,1,1,20,88
0.68,0.6364,0.83,3,2,2,11
0.38,0.3939,0.4,1,1,18,385
0.8,0.7424,0.49,3,3,17,358
0.6,0.5909,0.73,3,1,23,186
0.24,0.2121,0.32,1,1,7,16
0.44,0.4394,0.88,2,1,6,112
0.34,0.3333,0.66,4,2,5,34
0.72,0.6667,0.58,3,1,9,226
0.46,0.4545,1.0,4,3,22,87
0.44,0.4394,0.44,1,2,14,205
0.62,0.5758,0.83,3,2,6,19
0.54,0.5152,0.88,2,1,7,40
0.62,0.6212,0.53,3,1,4,6
0.8,0.697,0.31,3,1,14,188
0.5,0.4848,0.88,2,2,2,52
0.62,0.6212,0.43,2,1,9,224
0.5,0.4848,0.55,4,1,6,114
0.42,0.4242,0.67,4,1,7,525
0.66,0.6212,0.69,3,1,8,133
0.46,0.4545,0.94,4,3,11,60
0.34,0.3485,0.76,4,1,0,47
0.42,0.4242,0.38,4,1,13,278
0.42,0.4242,0.71,1,1,11,217
0.56,0.5303,0.83,2,1,7,430
0.64,0.6212,0.53,2,2,13,266
0.78,0.7424,0.59,3,2,22,191
0.14,0.1212,0.28,1,1,17,161
0.52,0.5,0.83,4,3,6,31
0.34,0.3333,0.46,4,1,13,278
0.74,0.6818,0.55,2,2,15,362
0.54,0.5152,0.68,2,1,5,23
0.6,0.6212,0.46,4,1,18,359
0.62,0.6212,0.57,2,1,21,246
0.52,0.5,0.34,1,1,4,3
0.62,0.6212,0.46,1,1,20,149
0.72,0.6515,0.45,2,1,16,446
0.34,0.3333,0.76,2,2,7,160
0.22,0.2121,0.51,4,1,8,659
0.42,0.4242,0.71,4,1,7,299
0.36,0.3485,0.43,1,1,19,150
0.34,0.3485,0.66,2,2,9,87
0.56,0.5303,0.78,1,2,23,54
0.62,0.6212,0.43,2,1,21,246
0.32,0.2879,0.7,1,3,4,3
0.58,0.5455,0.94,4,2,23,69
0.34,0.303,0.81,2,2,9,127
0.48,0.4697,0.48,2,1,20,194
0.66,0.5909,0.89,4,2,11,123
0.3,0.3182,0.52,1,1,19,25
0.7,0.6667,0.84,3,2,2,66
0.58,0.5455,0.53,3,1,10,190
0.5,0.4848,0.72,2,1,5,8
0.3,0.2727,0.81,2,2,11,71
0.54,0.5152,0.73,4,1,3,16
0.72,0.7121,0.84,3,1,21,136
0.76,0.6667,0.33,3,1,15,180
0.52,0.5,0.68,2,1,22,116
0.48,0.4697,0.48,1,2,17,111
0.82,0.7576,0.46,2,2,15,367
0.78,0.7879,0.75,3,1,3,7
0.48,0.4697,0.77,4,1,1,11
0.26,0.2576,0.6,1,1,5,17
0.74,0.6818,0.58,3,1,21,238
0.24,0.2424,0.41,1,1,20,136
0.74,0.6515,0.37,3,1,11,169
0.2,0.2273,0.47,1,2,22,52
0.68,0.6364,0.65,3,2,18,355
0.62,0.6212,0.38,2,1,13,174
0.48,0.4697,0.63,2,1,3,3
0.72,0.697,0.74,3,1,9,187
0.42,0.4242,0.44,1,1,15,292
0.3,0.2727,0.61,4,1,12,141
0.74,0.6667,0.51,2,1,17,390
0.6,0.6212,0.43,4,1,16,659
0.46,0.4545,0.33,4,1,16,377
0.42,0.4242,0.19,1,1,17,127
0.28,0.303,0.81,1,2,8,530
0.18,0.1818,0.29,1,1,10,56
0.48,0.4697,0.82,4,1,6,173
0.46,0.4545,0.41,1,1,14,250
0.34,0.3333,0.76,2,3,2,13
0.38,0.3939,0.4,1,1,13,140
0.42,0.4242,0.28,2,1,10,363
0.22,0.2727,0.93,1,2,23,20
0.56,0.5303,0.88,2,1,1,9
0.68,0.6364,0.65,2,2,17,502
0.36,0.3485,0.62,1,2,23,59
0.32,0.2879,0.76,1,2,11,59
0.52,0.5,0.83,2,1,7,387
0.3,0.2727,0.42,1,1,4,2
0.6,0.5152,0.94,3,2,2,10
0.64,0.6212,0.38,2,1,14,270
0.74,0.6667,0.51,3,1,13,707
0.6,0.5455,0.88,3,1,0,26
0.7,0.6667,0.84,3,2,21,114
0.46,0.4545,0.72,3,1,1,18
0.68,0.6364,0.79,4,2,14,152
0.4,0.4091,0.54,2,1,8,91
0.4,0.4091,0.87,1,2,21,34
0.26,0.303,0.6,4,1,4,4
0.72,0.6667,0.54,2,1,18,752
0.54,0.5152,0.88,2,1,2,32
0.34,0.303,0.71,2,2,1,7
0.26,0.2879,0.44,1,1,0,69
0.48,0.4697,0.82,1,3,17,258
0.74,0.6818,0.58,2,2,17,337
0.64,0.6212,0.41,2,1,12,169
0.42,0.4242,0.82,4,2,1,5
0.32,0.3182,0.66,1,2,10,78
0.72,0.697,0.74,3,1,2,4
0.72,0.6667,0.51,2,1,17,873
0.72,0.6515,0.34,3,1,9,205
0.12,0.1515,0.54,1,1,6,28
0.5,0.4848,0.94,2,2,8,649
0.64,0.6212,0.53,3,1,0,115
0.18,0.2121,0.51,1,1,6,102
0.02,0.0303,0.44,1,2,6,2
0.44,0.4394,0.94,2,1,5,28
0.56,0.5303,0.73,4,1,0,102
0.18,0.2121,0.55,1,2,1,16
0.34,0.3182,0.49,1,1,17,223
0.44,0.4394,1.0,4,3,9,64
0.86,0.803,0.47,3,1,19,432
0.86,0.803,0.47,3,1,15,489
0.36,0.3636,0.66,2,1,5,7
0.6,0.6212,0.43,1,2,18,712
0.76,0.6667,0.29,3,1,12,322
0.52,0.5,0.52,4,1,10,423
0.7,0.6667,0.74,3,1,22,191
0.56,0.5303,0.88,4,3,6,94
0.22,0.2273,0.69,4,1,6,149
0.7,0.6364,0.28,1,1,17,782
0.6,0.6061,0.64,3,1,7,308
0.42,0.4242,0.41,2,1,3,5
0.3,0.2879,0.49,1,1,22,55
0.4,0.4091,0.76,2,2,7,136
0.6,0.5606,0.83,2,2,11,106
0.42,0.4242,0.41,2,1,11,243
0.5,0.4848,0.94,2,2,6,103
0.48,0.4697,0.67,3,1,23,123
0.34,0.3485,0.87,4,1,23,50
0.28,0.2727,0.52,4,2,0,32
0.26,0.2273,0.48,1,1,8,93
0.54,0.5152,0.68,2,1,10,154
0.76,0.7121,0.58,3,1,12,546
0.8,0.697,0.26,3,1,19,413
0.4,0.4091,0.82,4,1,5,27
0.68,0.6364,0.36,2,2,22,75
0.36,0.3636,0.71,2,1,3,9
0.44,0.4394,0.94,1,2,1,17
0.62,0.5455,0.94,2,3,23,50
0.9,0.8182,0.37,2,1,18,459
0.42,0.4242,0.54,1,1,17,129
0.4,0.4091,0.46,2,1,15,68
0.12,0.1061,0.39,1,1,21,37
0.46,0.4545,0.82,2,1,3,8
0.54,0.5152,0.6,4,3,13,153
0.32,0.3182,0.49,4,1,20,161
0.34,0.303,0.93,1,2,8,255
0.7,0.6515,0.48,4,1,13,424
0.62,0.6212,0.57,2,2,13,218
0.22,0.1818,0.32,1,1,5,4
0.68,0.6364,0.79,3,1,3,6
0.2,0.1818,0.75,1,2,18,110
0.34,0.3333,0.81,2,1,13,137
0.48,0.4697,0.41,2,3,21,165
0.36,0.3485,0.43,4,1,14,181
0.54,0.5152,0.94,2,3,21,59
0.46,0.4545,0.38,4,1,17,528
0.42,0.4242,0.88,4,1,7,502
0.46,0.4545,0.41,2,1,23,40
0.62,0.5909,0.78,3,1,6,105
0.62,0.6212,0.5,2,1,22,175
0.28,0.303,0.65,4,1,2,3
0.62,0.6212,0.57,2,1,11,428
0.52,0.5,0.83,4,1,23,178
0.7,0.6667,0.84,3,2,15,216
0.58,0.5455,0.81,2,2,11,184
0.46,0.4545,0.63,4,1,9,360
0.28,0.2727,0.65,2,1,5,5
0.84,0.7576,0.44,2,1,21,344
0.92,0.8333,0.33,3,1,13,310
0.24,0.2424,0.7,1,2,21,43
0.82,0.7879,0.56,3,1,10,218
0.56,0.5303,0.37,4,1,15,170
0.86,0.7879,0.4,3,1,12,547
0.34,0.3182,0.53,2,2,7,180
0.6,0.6212,0.35,2,1,14,248
0.3,0.3182,0.89,4,1,7,68
0.58,0.5455,0.49,4,1,16,323
0.4,0.4091,0.54,1,1,22,94
0.3,0.2879,0.87,1,3,10,62
0.36,0.3485,0.43,1,1,12,369
0.36,0.3333,0.93,4,3,0,47
0.14,0.1515,0.54,1,1,19,106
0.46,0.4545,0.72,4,1,11,333
0.72,0.6667,0.54,3,1,17,628
0.22,0.2273,0.55,4,1,3,2
0.78,0.7424,0.62,3,1,8,679
0.32,0.303,0.53,4,1,22,162
0.4,0.4091,0.87,1,3,1,12
0.68,0.6364,0.44,2,1,20,385
0.78,0.6818,0.31,3,1,20,386
0.28,0.3182,0.48,1,1,23,22
0.76,0.6818,0.48,3,1,13,316
0.62,0.5455,0.94,4,3,9,155
0.16,0.197,0.59,1,3,21,56
0.46,0.4545,0.41,4,1,13,214
0.1,0.0758,0.33,1,1,20,53
0.16,0.1818,0.8,1,2,17,108
0.5,0.4848,0.82,2,1,7,76
0.5,0.4848,0.82,4,2,9,171
0.36,0.3333,0.46,2,1,20,235
0.38,0.3939,0.66,4,1,4,7
0.9,0.7727,0.25,3,1,12,338
0.8,0.7727,0.59,2,1,15,360
0.7,0.6515,0.51,3,1,9,348
0.54,0.5152,0.45,4,1,10,347
0.26,0.2727,0.93,1,1,22,45
0.22,0.2273,0.75,1,1,0,11
0.22,0.2273,0.93,1,2,23,35
0.62,0.5909,0.73,3,1,3,5
0.72,0.6667,0.58,3,1,11,267
0.44,0.4394,0.88,4,1,4,14
0.36,0.3636,0.57,1,2,13,64
0.42,0.4242,0.54,1,1,19,92
0.34,0.3182,0.29,2,1,14,216
0.56,0.5303,0.37,4,1,13,381
0.58,0.5455,0.49,2,1,8,476
0.4,0.4091,0.76,1,2,21,192
0.26,0.2727,0.81,1,2,7,253
0.56,0.5303,0.52,3,1,22,279
0.8,0.7121,0.41,2,2,17,800
0.16,0.197,0.59,1,2,2,12
0.72,0.6515,0.42,2,1,14,252
0.7,0.6667,0.84,3,1,1,18
0.44,0.4394,0.54,1,1,10,78
0.52,0.5,0.94,2,3,5,22
0.38,0.3939,0.76,1,2,1,12
0.52,0.5,0.32,2,1,17,356
0.52,0.5,0.72,2,2,9,335
0.44,0.4394,0.18,4,1,13,228
0.5,0.4848,0.31,2,1,17,822
0.7,0.6667,0.74,3,1,2,15
0.36,0.3788,1.0,4,2,20,182
0.82,0.7576,0.46,3,1,17,479
0.72,0.6818,0.7,3,1,17,371
0.9,0.8485,0.42,3,1,19,241
0.5,0.4848,0.39,1,1,19,369
0.62,0.6061,0.61,2,2,6,21
0.52,0.5,0.23,2,1,0,45
0.3,0.3182,0.42,1,1,18,35
0.22,0.2121,0.64,1,1,8,425
0.2,0.197,0.4,1,2,14,50
0.56,0.5303,0.94,3,2,13,103
0.5,0.4848,0.72,2,2,10,75
0.4,0.4091,0.87,1,2,3,3
0.5,0.4848,0.94,1,2,20,167
0.68,0.6364,0.83,3,1,23,98
0.7,0.6515,0.48,3,1,21,226
0.74,0.7121,0.74,3,3,15,355
0.42,0.4242,0.77,4,2,9,382
0.5,0.4848,0.55,1,1,22,140
0.6,0.6212,0.43,1,1,21,233
0.6,0.5758,0.78,2,1,15,167
0.02,0.0455,0.44,1,1,7,152
0.7,0.6667,0.84,3,1,3,6
0.22,0.2727,1.0,1,3,15,60
0.86,0.803,0.47,3,1,19,240
0.44,0.4394,0.77,2,2,5,6
0.22,0.1818,0.37,1,1,4,1
0.54,0.5152,0.94,4,3,7,154
0.72,0.697,0.74,2,2,9,316
0.36,0.3636,0.53,4,2,4,4
0.26,0.2273,0.81,1,1,5,2
0.64,0.5606,0.94,3,3,17,113
0.54,0.5152,0.73,2,2,11,213
0.22,0.2727,0.75,1,1,2,3
0.24,0.2576,0.81,1,3,13,70
0.64,0.6061,0.69,2,2,19,458
0.56,0.5303,0.68,1,1,11,201
0.32,0.3333,0.66,4,2,10,161
0.4,0.4091,0.94,1,2,22,28
0.28,0.2576,0.45,4,1,14,237
0.54,0.5152,0.83,2,2,8,474
0.26,0.2879,0.56,1,2,12,106
0.18,0.1667,0.29,1,1,13,62
0.5,0.4848,0.82,2,1,6,31
0.6,0.5455,0.88,3,2,18,281
0.48,0.4697,0.55,2,2,2,13
0.58,0.5455,0.88,2,2,0,39
0.32,0.3333,0.57,1,2,11,90
0.64,0.6061,0.69,2,1,16,440
0.56,0.5303,0.35,4,1,12,342
0.66,0.6212,0.69,2,1,22,174
0.68,0.6364,0.74,4,2,13,369
0.5,0.4848,0.63,4,2,20,306
0.68,0.6364,0.79,3,1,2,14
0.72,0.6818,0.7,3,1,7,305
0.3,0.303,0.81,4,2,9,301
0.88,0.7879,0.37,2,1,16,309
0.2,0.2273,1.0,1,3,5,9
0.56,0.5303,0.52,4,1,17,568
0.32,0.3333,0.76,1,1,7,302
0.2,0.2576,0.44,1,2,21,90
0.66,0.6212,0.61,2,2,10,121
0.64,0.6212,0.41,4,1,13,219
0.58,0.5455,0.49,4,1,14,166
0.74,0.697,0.66,3,1,0,47
0.34,0.3182,0.39,4,1,18,208
0.72,0.6515,0.42,3,1,16,282
0.36,0.3485,0.93,4,2,23,33
0.26,0.2727,0.87,1,1,8,14
0.6,0.6061,0.6,4,2,15,353
0.64,0.6212,0.57,2,1,1,11
0.2,0.2273,0.69,2,1,3,2
0.78,0.7424,0.59,3,1,19,640
0.56,0.5303,0.64,3,1,21,274
0.24,0.2879,0.52,1,1,22,20
0.72,0.6818,0.7,3,1,7,483
0.14,0.2121,0.8,1,1,1,29
0.34,0.3182,0.49,4,2,3,28
0.2,0.2121,0.37,1,2,15,72
0.22,0.2727,0.87,1,1,8,102
0.4,0.4091,0.82,4,3,17,157
0.36,0.3636,0.76,4,1,23,57
0.26,0.2727,0.48,1,1,2,11
0.44,0.4394,0.72,4,1,7,322
0.4,0.4091,0.87,4,1,9,308
0.64,0.5758,0.89,3,1,6,185
0.36,0.3485,0.66,4,1,0,27
0.64,0.6212,0.44,4,1,12,455
0.28,0.2727,0.61,1,1,1,10
0.52,0.5,0.55,2,1,19,346
0.6,0.5909,0.73,2,1,3,3
0.94,0.9545,0.48,3,1,12,115
0.48,0.4697,0.82,1,3,18,408
0.74,0.697,0.66,3,1,21,378
0.32,0.303,0.49,1,1,10,76
0.4,0.4091,0.94,4,3,6,6
0.38,0.3939,0.76,3,1,5,32
0.4,0.4091,0.94,4,3,18,51
0.32,0.3333,0.53,2,1,21,93
0.22,0.2727,0.8,4,1,3,6
0.7,0.6515,0.51,3,1,0,163
0.34,0.3182,0.39,1,1,12,94
0.64,0.6212,0.41,2,1,11,143
0.26,0.2273,0.56,1,2,11,226
0.6,0.5758,0.78,2,3,16,226
0.2,0.2576,0.47,1,1,18,139
0.22,0.2576,0.87,1,2,22,36
0.7,0.6667,0.79,3,1,6,139
0.52,0.5,0.55,2,2,23,60
0.26,0.2576,0.65,4,2,6,136
0.32,0.303,0.33,2,1,7,54
0.46,0.4545,0.47,4,2,19,154
0.46,0.4545,0.88,4,1,1,78
0.6,0.5909,0.73,3,2,5,11
0.48,0.4697,0.63,2,2,10,264
0.12,0.1212,0.54,1,1,7,17
0.04,0.0758,0.57,1,2,5,3
0.84,0.8333,0.59,3,1,22,220
0.36,0.3333,0.43,1,1,11,103
0.6,0.5758,0.78,4,1,20,372
0.76,0.697,0.55,3,1,9,300
0.3,0.3182,0.65,1,1,11,47
0.52,0.5,0.59,4,1,20,221
0.5,0.4848,0.36,4,1,14,435
0.52,0.5,0.68,2,1,6,139
0.54,0.5152,0.64,2,2,3,28
0.32,0.3333,0.7,1,1,5,30
0.64,0.6061,0.69,3,1,1,16
0.1,0.0606,0.42,1,1,1,12
0.54,0.5152,0.39,2,1,9,230
0.22,0.2273,0.51,1,1,3,1
0.82,0.7273,0.38,3,1,13,280
0.46,0.4545,0.19,1,1,21,154
0.34,0.3485,0.66,4,1,8,79
0.32,0.2879,0.31,1,1,17,137
0.76,0.697,0.55,3,1,8,142
0.52,0.5,0.48,4,1,20,392
0.64,0.6061,0.65,3,2,15,338
0.62,0.6212,0.46,4,2,16,459
0.66,0.6212,0.74,3,2,11,505
0.64,0.5758,0.89,2,1,1,12
0.44,0.4394,0.38,4,1,18,642
0.3,0.2727,0.52,4,3,1,12
0.42,0.4242,0.71,4,1,10,289
0.48,0.4697,0.88,4,1,1,34
0.66,0.6212,0.69,3,3,11,194
0.22,0.2121,0.6,4,1,7,244
0.86,0.7879,0.41,3,2,20,321
0.14,0.1515,0.46,1,1,0,25
0.88,0.7727,0.32,3,1,17,617
0.32,0.303,0.61,2,1,21,77
0.52,0.5,0.72,2,1,6,23
0.48,0.4697,0.55,2,1,18,333
0.24,0.2879,0.87,1,2,8,11
0.82,0.7273,0.38,3,2,17,646
0.5,0.4848,0.88,4,3,11,11
0.58,0.5455,0.88,2,1,23,127
0.48,0.4697,0.33,2,1,13,177
0.26,0.2273,0.41,1,1,6,14
0.5,0.4848,0.88,2,1,23,112
0.5,0.4848,0.39,2,3,8,576
0.34,0.3333,0.81,2,1,3,2
0.8,0.7273,0.46,3,1,15,174
0.4,0.4091,0.87,4,1,3,4
0.34,0.3485,0.53,4,1,19,319
0.62,0.6061,0.69,3,2,7,41
0.5,0.4848,0.94,2,2,5,34
0.56,0.5303,0.78,4,2,12,319
0.5,0.4848,0.63,2,1,3,3
0.44,0.4394,0.82,2,1,23,120
0.14,0.1818,0.63,1,1,4,2
0.54,0.5152,0.37,1,1,18,522
0.72,0.6818,0.62,3,1,11,360
